Frame #,# Obj,X,Y,Z,Doppler,Intensity,y,m,d,h,m,s
521,14,0.45117,0.28711,0.017578,0.29379,21,2019,7,17,13,33,36.316
521,14,0.50195,0.26367,-0.083984,0.29379,18,2019,7,17,13,33,36.316
521,14,0.45898,0,0.55273,0.29379,21,2019,7,17,13,33,36.316
521,14,0.52734,0,0.41992,0.29379,34,2019,7,17,13,33,36.316
521,14,0.55859,0.22266,0.33203,0.29379,34,2019,7,17,13,33,36.316
521,14,0.4668,0.25586,-0.033203,-0.29379,21,2019,7,17,13,33,36.316
521,14,0.50195,0.21875,-0.16992,-0.29379,17,2019,7,17,13,33,36.316
521,14,0.45898,0,0.49609,-0.29379,24,2019,7,17,13,33,36.316
521,14,0.52734,0,0.41797,-0.29379,32,2019,7,17,13,33,36.316
521,14,0.28711,0,0.49609,0.29379,10,2019,7,17,13,33,36.316
521,14,0.26758,0.53906,0.10352,0.29379,12,2019,7,17,13,33,36.316
521,14,0.32227,0.24609,0.4043,-0.29379,10,2019,7,17,13,33,36.316
521,14,0.26758,0.53516,-0.11914,-0.29379,14,2019,7,17,13,33,36.316
521,14,0.2832,0.55273,-0.18555,-0.29379,17,2019,7,17,13,33,36.316
522,16,0.44531,0.46875,0.056641,0,14,2019,7,17,13,33,36.32
522,16,0.47266,0.49805,0.041016,0,22,2019,7,17,13,33,36.32
522,16,0.47656,0.54492,0.050781,0,18,2019,7,17,13,33,36.32
522,16,0.41797,0.32227,0.085938,0.29379,33,2019,7,17,13,33,36.32
522,16,0.46484,0.32227,0.083984,0.29379,39,2019,7,17,13,33,36.32
522,16,0.47656,0.36914,0.097656,0.29379,29,2019,7,17,13,33,36.32
522,16,0.44531,0.46875,0.048828,0.29379,31,2019,7,17,13,33,36.32
522,16,0.45117,0.51367,-0.076172,0.29379,38,2019,7,17,13,33,36.32
522,16,0.47656,0.52344,-0.1582,0.29379,25,2019,7,17,13,33,36.32
522,16,0.38867,0.30469,0.052734,-0.29379,22,2019,7,17,13,33,36.32
522,16,0.43359,0.31055,0.025391,-0.29379,47,2019,7,17,13,33,36.32
522,16,0.46484,0.33203,0.027344,-0.29379,54,2019,7,17,13,33,36.32
522,16,0.47656,0.38086,0.027344,-0.29379,39,2019,7,17,13,33,36.32
522,16,0.4668,0.45117,-0.017578,-0.29379,51,2019,7,17,13,33,36.32
522,16,0.47266,0.49414,-0.074219,-0.29379,71,2019,7,17,13,33,36.32
522,16,0.49805,0.51367,-0.11328,-0.29379,55,2019,7,17,13,33,36.32
527,1,0.45117,0.28125,-0.058594,-0.29379,14,2019,7,17,13,33,36.512
530,5,0.42578,0.47656,0.11523,0.29379,35,2019,7,17,13,33,36.523
530,5,0.45117,0.50586,0.10938,0.29379,61,2019,7,17,13,33,36.523
530,5,0.47656,0.54297,0.060547,0.29379,54,2019,7,17,13,33,36.523
530,5,0.44531,0.46875,0.039063,-0.29379,23,2019,7,17,13,33,36.523
530,5,0.45117,0.51758,0.025391,-0.29379,38,2019,7,17,13,33,36.523
531,4,0.42969,0.53516,0.033203,0.29379,48,2019,7,17,13,33,36.527
531,4,0.47656,0.54688,-0.021484,0.29379,43,2019,7,17,13,33,36.527
531,4,0.45117,0.51563,-0.050781,-0.29379,35,2019,7,17,13,33,36.527
531,4,0.47656,0.53516,-0.11523,-0.29379,32,2019,7,17,13,33,36.527
532,11,0.44336,0.09375,0.0625,0.29379,18,2019,7,17,13,33,36.531
532,11,0.37305,0.32813,0.021484,0.29379,27,2019,7,17,13,33,36.531
