Frame #,# Obj,X,Y,Z,Doppler,,y,m,d,h,m,s
8041,1,0,0,0,0,151,2019,7,13,17,1,43.898
8042,1,0,0,0,0,151,2019,7,13,17,1,43.912
8043,1,0,0,0,0,151,2019,7,13,17,1,43.925
8044,1,0,0,0,0,151,2019,7,13,17,1,43.962
8045,1,0,0,0,0,151,2019,7,13,17,1,43.967
8046,1,0,0,0,0,151,2019,7,13,17,1,43.974
8047,1,0,0,0,0,151,2019,7,13,17,1,43.983
8048,1,0,0,0,0,151,2019,7,13,17,1,43.989
8049,1,0,0,0,0,151,2019,7,13,17,1,44.002
8050,1,0,0,0,0,151,2019,7,13,17,1,44.017
8051,1,0,0,0,0,151,2019,7,13,17,1,44.023
8052,1,0,0,0,0,151,2019,7,13,17,1,44.031
8053,1,0,0,0,0,151,2019,7,13,17,1,44.037
8054,1,0,0,0,0,151,2019,7,13,17,1,44.042
8055,1,0,0,0,0,151,2019,7,13,17,1,44.047
8056,1,0,0,0,0,151,2019,7,13,17,1,44.052
8057,1,0,0,0,0,151,2019,7,13,17,1,44.056
8058,1,0,0,0,0,151,2019,7,13,17,1,44.061
8059,1,0,0,0,0,151,2019,7,13,17,1,44.065
8060,1,0,0,0,0,151,2019,7,13,17,1,44.07
8061,1,0,0,0,0,151,2019,7,13,17,1,44.075
8062,1,0,0,0,0,151,2019,7,13,17,1,44.08
8063,1,0,0,0,0,151,2019,7,13,17,1,44.085
8064,1,0,0,0,0,151,2019,7,13,17,1,44.091
8065,1,0,0,0,0,151,2019,7,13,17,1,44.096
8066,1,0,0,0,0,151,2019,7,13,17,1,44.1
8067,1,0,0,0,0,151,2019,7,13,17,1,44.105
8068,1,0,0,0,0,151,2019,7,13,17,1,44.111
8069,1,0,0,0,0,151,2019,7,13,17,1,44.117
8070,1,0,0,0,0,151,2019,7,13,17,1,44.122
8071,1,0,0,0,0,151,2019,7,13,17,1,44.127
8072,1,0,0,0,0,151,2019,7,13,17,1,44.132
8073,1,0,0,0,0,151,2019,7,13,17,1,44.139
8074,1,0,0,0,0,151,2019,7,13,17,1,44.146
8075,1,0,0,0,0,151,2019,7,13,17,1,44.153
8076,1,0,0,0,0,151,2019,7,13,17,1,44.159
8077,1,0,0,0,0,151,2019,7,13,17,1,44.166
8078,1,0,0,0,0,151,2019,7,13,17,1,44.172
8079,1,0,0,0,0,151,2019,7,13,17,1,44.178
8080,1,0,0,0,0,151,2019,7,13,17,1,44.183
8081,1,0,0,0,0,151,2019,7,13,17,1,44.188
8082,1,0,0,0,0,151,2019,7,13,17,1,44.195
8083,1,0,0,0,0,151,2019,7,13,17,1,44.202
8084,1,0,0,0,0,151,2019,7,13,17,1,44.21
8085,1,0,0,0,0,151,2019,7,13,17,1,44.216
8086,1,0,0,0,0,151,2019,7,13,17,1,44.234
8087,1,0,0,0,0,151,2019,7,13,17,1,44.239
8088,1,0,0,0,0,151,2019,7,13,17,1,44.248
8089,1,0,0,0,0,151,2019,7,13,17,1,44.254
8090,1,0,0,0,0,151,2019,7,13,17,1,44.26
8091,1,0,0,0,0,151,2019,7,13,17,1,44.267
8092,1,0,0,0,0,151,2019,7,13,17,1,44.274
8093,1,0,0,0,0,151,2019,7,13,17,1,44.281
8094,1,0,0,0,0,151,2019,7,13,17,1,44.288
8095,1,0,0,0,0,151,2019,7,13,17,1,44.297
8096,1,0,0,0,0,151,2019,7,13,17,1,44.303
8097,1,0,0,0,0,151,2019,7,13,17,1,44.309
8098,1,0,0,0,0,151,2019,7,13,17,1,44.328
8099,1,0,0,0,0,151,2019,7,13,17,1,44.333
8100,1,0,0,0,0,151,2019,7,13,17,1,44.339
8101,1,0,0,0,0,151,2019,7,13,17,1,44.346
8102,1,0,0,0,0,151,2019,7,13,17,1,44.353
8103,1,0,0,0,0,151,2019,7,13,17,1,44.36
8104,1,0,0,0,0,151,2019,7,13,17,1,44.368
8105,1,0,0,0,0,151,2019,7,13,17,1,44.374
8106,1,0,0,0,0,151,2019,7,13,17,1,44.379
8107,1,0,0,0,0,151,2019,7,13,17,1,44.385
8108,1,0,0,0,0,151,2019,7,13,17,1,44.39
8109,1,0,0,0,0,151,2019,7,13,17,1,44.397
8110,1,0,0,0,0,151,2019,7,13,17,1,44.406
8111,1,0,0,0,0,151,2019,7,13,17,1,44.413
8112,1,0,0,0,0,151,2019,7,13,17,1,44.43
8113,1,0,0,0,0,151,2019,7,13,17,1,44.437
8114,1,0,0,0,0,151,2019,7,13,17,1,44.445
8115,1,0,0,0,0,151,2019,7,13,17,1,44.452
8116,1,0,0,0,0,151,2019,7,13,17,1,44.459
8117,1,0,0,0,0,151,2019,7,13,17,1,44.466
8118,1,0,0,0,0,151,2019,7,13,17,1,44.471
8119,1,0,0,0,0,151,2019,7,13,17,1,44.478
8120,1,0,0,0,0,151,2019,7,13,17,1,44.484
8121,1,0,0,0,0,151,2019,7,13,17,1,44.489
8122,1,0,0,0,0,151,2019,7,13,17,1,44.498
8123,1,0,0,0,0,151,2019,7,13,17,1,44.504
8124,1,0,0,0,0,151,2019,7,13,17,1,44.521
8125,1,0,0,0,0,151,2019,7,13,17,1,44.528
8126,1,0,0,0,0,151,2019,7,13,17,1,44.533
8127,1,0,0,0,0,151,2019,7,13,17,1,44.54
8128,1,0,0,0,0,151,2019,7,13,17,1,44.549
8129,1,0,0,0,0,151,2019,7,13,17,1,44.554
8130,1,0,0,0,0,151,2019,7,13,17,1,44.559
8131,1,0,0,0,0,151,2019,7,13,17,1,44.565
8132,1,0,0,0,0,151,2019,7,13,17,1,44.571
8133,1,0,0,0,0,151,2019,7,13,17,1,44.577
8134,1,0,0,0,0,151,2019,7,13,17,1,44.584
8135,1,0,0,0,0,151,2019,7,13,17,1,44.594
8136,1,0,0,0,0,151,2019,7,13,17,1,44.599
8137,1,0,0,0,0,151,2019,7,13,17,1,44.618
8138,1,0,0,0,0,151,2019,7,13,17,1,44.625
8139,1,0,0,0,0,151,2019,7,13,17,1,44.632
8140,1,0,0,0,0,151,2019,7,13,17,1,44.637
8141,1,0,0,0,0,151,2019,7,13,17,1,44.645
8142,1,0,0,0,0,151,2019,7,13,17,1,44.65
8143,1,0,0,0,0,151,2019,7,13,17,1,44.657
8144,1,0,0,0,0,151,2019,7,13,17,1,44.663
8145,1,0,0,0,0,151,2019,7,13,17,1,44.668
8146,1,0,0,0,0,151,2019,7,13,17,1,44.674
8147,1,0,0,0,0,151,2019,7,13,17,1,44.684
8148,1,0,0,0,0,151,2019,7,13,17,1,44.691
8149,1,0,0,0,0,151,2019,7,13,17,1,44.698
8150,1,0,0,0,0,151,2019,7,13,17,1,44.714
8151,1,0,0,0,0,151,2019,7,13,17,1,44.72
8152,1,0,0,0,0,151,2019,7,13,17,1,44.728
8153,1,0,0,0,0,151,2019,7,13,17,1,44.735
8154,1,0,0,0,0,151,2019,7,13,17,1,44.74
8155,1,0,0,0,0,151,2019,7,13,17,1,44.747
8156,1,0,0,0,0,151,2019,7,13,17,1,44.753
8157,1,0,0,0,0,151,2019,7,13,17,1,44.759
8158,1,0,0,0,0,151,2019,7,13,17,1,44.768
8159,1,0,0,0,0,151,2019,7,13,17,1,44.774
8160,1,0,0,0,0,151,2019,7,13,17,1,44.791
8161,1,0,0,0,0,151,2019,7,13,17,1,44.797
8162,1,0,0,0,0,151,2019,7,13,17,1,44.803
8163,1,0,0,0,0,151,2019,7,13,17,1,44.81
8164,1,0,0,0,0,151,2019,7,13,17,1,44.818
8165,1,0,0,0,0,151,2019,7,13,17,1,44.826
8166,1,0,0,0,0,151,2019,7,13,17,1,44.835
8167,1,0,0,0,0,151,2019,7,13,17,1,44.843
8168,1,0,0,0,0,151,2019,7,13,17,1,44.852
8169,1,0,0,0,0,151,2019,7,13,17,1,44.865
8170,1,0,0,0,0,151,2019,7,13,17,1,44.872
8171,1,0,0,0,0,151,2019,7,13,17,1,44.898
8172,1,0,0,0,0,151,2019,7,13,17,1,44.907
8173,1,0,0,0,0,151,2019,7,13,17,1,44.916
8174,1,0,0,0,0,151,2019,7,13,17,1,44.924
8175,1,0,0,0,0,151,2019,7,13,17,1,44.931
8176,1,0,0,0,0,151,2019,7,13,17,1,44.939
8177,1,0,0,0,0,151,2019,7,13,17,1,44.947
8178,1,0,0,0,0,151,2019,7,13,17,1,44.956
8179,1,0,0,0,0,151,2019,7,13,17,1,44.965
8180,1,0,0,0,0,151,2019,7,13,17,1,44.976
8181,1,0,0,0,0,151,2019,7,13,17,1,44.984
8182,1,0,0,0,0,151,2019,7,13,17,1,45.005
8183,1,0,0,0,0,151,2019,7,13,17,1,45.016
8184,3,-1.7866,6.0444,0.79194,0.14707,158,2019,7,13,17,1,45.024
8184,3,-1.7757,6.0581,0.097731,-0.14707,163,2019,7,13,17,1,45.024
8184,3,-1.3896,6.1646,0.64848,-0.14707,161,2019,7,13,17,1,45.024
8185,1,0,0,0,0,158,2019,7,13,17,1,45.032
8186,4,-1.9609,5.9534,0.29506,-0.14707,151,2019,7,13,17,1,45.04
8186,4,-1.973,5.9783,0.48031,-0.14707,189,2019,7,13,17,1,45.04
8186,4,-1.7866,6.0862,0.34542,-0.14707,182,2019,7,13,17,1,45.04
8186,4,-2.8131,2.9585,-4.9677,-0.14707,157,2019,7,13,17,1,45.04
8187,8,-2.1703,5.8759,0.79132,0,152,2019,7,13,17,1,45.048
8187,8,-1.7648,5.9665,0.81374,0.14707,176,2019,7,13,17,1,45.048
8187,8,-1.7757,5.9987,0.85192,0.14707,200,2019,7,13,17,1,45.048
8187,8,-1.9851,6.0269,0.2987,0.14707,180,2019,7,13,17,1,45.048
8187,8,-1.5784,6.1132,9.3929e-14,-0.29415,168,2019,7,13,17,1,45.048
8187,8,-1.7648,5.998,0.5339,-0.14707,207,2019,7,13,17,1,45.048
8187,8,-1.5784,6.1051,0.31473,-0.14707,232,2019,7,13,17,1,45.048
8187,8,-1.5881,6.1271,0.53838,-0.14707,211,2019,7,13,17,1,45.048
8188,1,0,0,0,0,152,2019,7,13,17,1,45.056
8189,1,0,0,0,0,152,2019,7,13,17,1,45.064
8190,1,0,0,0,0,152,2019,7,13,17,1,45.072
8191,1,0,0,0,0,152,2019,7,13,17,1,45.084
8192,2,-1.7757,5.9995,0.84577,0.14707,173,2019,7,13,17,1,45.093
8192,2,-1.7866,5.9536,1.3099,0.14707,162,2019,7,13,17,1,45.093
8193,9,-1.973,5.9732,0.5393,0,181,2019,7,13,17,1,45.502
8193,9,-1.7866,6.0444,0.79194,0,176,2019,7,13,17,1,45.502
8193,9,-1.5978,6.0482,1.3091,0,152,2019,7,13,17,1,45.502
8193,9,-1.7648,5.9632,0.83745,0.14707,172,2019,7,13,17,1,45.502
8193,9,-1.5784,6.0512,0.86902,0.14707,206,2019,7,13,17,1,45.502
8193,9,-1.7866,6.0396,0.82741,0.14707,198,2019,7,13,17,1,45.502
8193,9,-1.3981,6.1179,1.2102,0.14707,174,2019,7,13,17,1,45.502
8193,9,-1.973,5.8344,1.3891,0.29415,161,2019,7,13,17,1,45.502
8193,9,-1.7866,6.0444,0.79194,0.29415,152,2019,7,13,17,1,45.502
8194,5,-1.973,5.9847,0.39251,0,168,2019,7,13,17,1,45.529
8194,5,-1.7648,5.9199,1.1026,0.14707,153,2019,7,13,17,1,45.529
8194,5,-1.5784,6.0858,0.57891,0.14707,190,2019,7,13,17,1,45.529
8194,5,-1.7866,6.0668,0.59613,0.14707,166,2019,7,13,17,1,45.529
8194,5,-1.973,5.9454,0.78922,0.29415,164,2019,7,13,17,1,45.529
8195,14,-1.5687,6.0651,0.35924,0,176,2019,7,13,17,1,45.54
8195,14,-1.5784,6.1088,0.23384,0,227,2019,7,13,17,1,45.54
8195,14,-1.5881,6.1456,0.25145,0,231,2019,7,13,17,1,45.54
8195,14,-1.5978,6.1815,0.28867,0,180,2019,7,13,17,1,45.54
8195,14,-1.5687,6.0452,0.60823,0.14707,209,2019,7,13,17,1,45.54
8195,14,-1.5784,6.0925,0.50268,0.14707,258,2019,7,13,17,1,45.54
8195,14,-1.5881,6.1306,0.49687,0.14707,258,2019,7,13,17,1,45.54
8195,14,-1.5978,6.1755,0.39625,0.14707,205,2019,7,13,17,1,45.54
8195,14,-1.7648,5.9551,0.89314,0.29415,177,2019,7,13,17,1,45.54
8195,14,-1.7757,6.0002,0.84142,0.29415,227,2019,7,13,17,1,45.54
8195,14,-1.5881,6.1003,0.78582,0.29415,230,2019,7,13,17,1,45.54
8195,14,-1.5978,6.1757,0.3939,0.29415,178,2019,7,13,17,1,45.54
8195,14,-1.7757,6.0569,0.15639,-0.14707,190,2019,7,13,17,1,45.54
8195,14,-1.7866,6.0957,-0.06309,-0.14707,187,2019,7,13,17,1,45.54
8196,2,-1.9851,5.8854,1.3324,0.29415,151,2019,7,13,17,1,45.548
8196,2,-1.9972,6.0439,0.57378,0.29415,152,2019,7,13,17,1,45.548
8197,2,-1.9972,6.0694,0.14434,0,151,2019,7,13,17,1,45.555
8197,2,-1.7975,6.1166,0.45138,0.14707,166,2019,7,13,17,1,45.555
8198,5,-1.9851,5.9818,0.79406,0,151,2019,7,13,17,1,45.561
8198,5,-1.7975,6.1279,0.25511,0,163,2019,7,13,17,1,45.561
