Frame #,# Obj,X,Y,Z,Doppler,,y,m,d,h,m,s
1,1,0,0,0,0,156,2019,7,13,20,19,59.874
2,1,0,0,0,0,156,2019,7,13,20,20,0.029
3,1,0,0,0,0,156,2019,7,13,20,20,0.13
4,1,0,0,0,0,156,2019,7,13,20,20,0.226
5,1,0,0,0,0,156,2019,7,13,20,20,0.314
6,1,0,0,0,0,156,2019,7,13,20,20,0.401
7,1,0,0,0,0,156,2019,7,13,20,20,0.5
8,1,0,0,0,0,156,2019,7,13,20,20,0.592
9,1,0,0,0,0,156,2019,7,13,20,20,0.68
10,1,0,0,0,0,156,2019,7,13,20,20,0.777
11,1,0,0,0,0,156,2019,7,13,20,20,0.874
12,1,0,0,0,0,156,2019,7,13,20,20,0.961
13,1,0,0,0,0,156,2019,7,13,20,20,1.058
14,1,0,0,0,0,156,2019,7,13,20,20,1.224
15,1,0,0,0,0,156,2019,7,13,20,20,1.315
74,1,0,0,0,0,153,2019,7,13,20,20,7.159
75,1,0,0,0,0,153,2019,7,13,20,20,7.284
76,1,0,0,0,0,153,2019,7,13,20,20,7.376
77,1,0,0,0,0,153,2019,7,13,20,20,7.465
78,1,0,0,0,0,153,2019,7,13,20,20,7.58
79,1,0,0,0,0,153,2019,7,13,20,20,7.666
80,1,0,0,0,0,153,2019,7,13,20,20,7.782
81,1,0,0,0,0,153,2019,7,13,20,20,7.871
82,1,0,0,0,0,153,2019,7,13,20,20,7.984
85,1,0,0,0,0,153,2019,7,13,20,20,8.256
86,1,0,0,0,0,153,2019,7,13,20,20,8.356
87,1,0,0,0,0,153,2019,7,13,20,20,8.47
88,1,0,0,0,0,153,2019,7,13,20,20,8.561
89,1,0,0,0,0,153,2019,7,13,20,20,8.658
93,3,-1.9972,6.0657,0.25724,-0.14707,171,2019,7,13,20,20,9.065
93,3,-1.8084,6.1301,0.70421,-0.14707,195,2019,7,13,20,20,9.065
93,3,-1.6172,6.2299,0.64576,-0.14707,177,2019,7,13,20,20,9.065
94,10,-1.5978,6.1535,0.65456,0.14707,183,2019,7,13,20,20,9.174
94,10,-1.6075,6.1556,0.93218,0.14707,206,2019,7,13,20,20,9.174
94,10,-1.6172,6.2061,0.84447,0.14707,190,2019,7,13,20,20,9.174
94,10,-1.8302,5.9529,1.8866,0.14707,150,2019,7,13,20,20,9.174
94,10,-1.7975,6.015,1.1983,0.29415,163,2019,7,13,20,20,9.174
94,10,-1.6075,6.1584,0.91305,0.29415,183,2019,7,13,20,20,9.174
94,10,-1.6172,6.128,1.2947,0.29415,164,2019,7,13,20,20,9.174
94,10,-1.7975,6.1091,0.54379,-0.14707,176,2019,7,13,20,20,9.174
94,10,-1.6075,6.2142,0.37935,-0.14707,179,2019,7,13,20,20,9.174
94,10,-1.6172,6.1714,1.0689,-0.14707,155,2019,7,13,20,20,9.174
95,1,0,0,0,0,183,2019,7,13,20,20,9.275
96,1,0,0,0,0,183,2019,7,13,20,20,9.362
97,9,-1.9851,5.9818,0.79406,0,153,2019,7,13,20,20,9.526
97,9,-1.9972,6.0384,0.62976,0,156,2019,7,13,20,20,9.526
97,9,-1.7866,6.072,0.54049,-0.44122,160,2019,7,13,20,20,9.526
97,9,-1.7757,6.0037,0.81582,-0.29415,163,2019,7,13,20,20,9.526
97,9,-1.7866,6.0554,0.70263,-0.29415,203,2019,7,13,20,20,9.526
97,9,-1.5978,6.1464,0.71812,-0.29415,198,2019,7,13,20,20,9.526
97,9,-1.7866,5.9969,1.0949,-0.14707,194,2019,7,13,20,20,9.526
97,9,-1.7975,6.0916,0.71293,-0.14707,198,2019,7,13,20,20,9.526
97,9,-1.6075,6.219,0.29042,-0.14707,160,2019,7,13,20,20,9.526
98,1,0,0,0,0,153,2019,7,13,20,20,9.632
100,1,0,0,0,0,153,2019,7,13,20,20,9.808
101,7,-1.5881,6.1008,0.78228,0,151,2019,7,13,20,20,9.892
101,7,-1.9972,6.0694,0.14434,-0.44122,155,2019,7,13,20,20,9.892
101,7,-1.5881,6.144,0.28692,-0.29415,172,2019,7,13,20,20,9.892
101,7,-1.5978,6.1863,0.15618,-0.29415,175,2019,7,13,20,20,9.892
101,7,-1.7757,6.0444,0.41911,-0.14707,155,2019,7,13,20,20,9.892
101,7,-1.7866,6.072,0.54049,-0.14707,177,2019,7,13,20,20,9.892
101,7,-1.5978,6.1787,0.34402,-0.14707,165,2019,7,13,20,20,9.892
102,3,-1.6268,6.2271,0.96039,-0.44122,152,2019,7,13,20,20,9.995
102,3,-1.9851,6.025,0.33546,-0.14707,168,2019,7,13,20,20,9.995
102,3,-1.5978,6.1752,0.40158,-0.14707,167,2019,7,13,20,20,9.995
103,6,-1.7975,6.1327,-0.080862,-0.88245,171,2019,7,13,20,20,10.096
103,6,-1.4065,6.274,-0.045681,-0.88245,170,2019,7,13,20,20,10.096
103,6,-1.7757,5.9722,1.0212,-0.44122,159,2019,7,13,20,20,10.096
103,6,-1.7975,6.0931,0.69997,-0.44122,151,2019,7,13,20,20,10.096
103,6,-1.6075,6.1835,0.72453,-0.44122,179,2019,7,13,20,20,10.096
