Frame #,# Obj,X,Y,Z,Doppler,,y,m,d,h,m,s
1,1,0,0,0,0,159,2019,7,14,22,33,8.829
2,1,0,0,0,0,159,2019,7,14,22,33,8.953
3,1,0,0,0,0,159,2019,7,14,22,33,9.037
4,1,0,0,0,0,159,2019,7,14,22,33,9.119
5,1,0,0,0,0,159,2019,7,14,22,33,9.266
6,1,0,0,0,0,159,2019,7,14,22,33,9.352
7,1,0,0,0,0,159,2019,7,14,22,33,9.43
8,8,-1.5397,5.8283,1.2615,0,151,2019,7,14,22,33,9.54
8,8,-1.5494,5.9306,0.91465,0,150,2019,7,14,22,33,9.54
8,8,-1.7539,5.9161,0.90266,0.14707,161,2019,7,14,22,33,9.54
8,8,-1.1475,5.8924,1.191,-0.29415,158,2019,7,14,22,33,9.54
8,8,-0.96231,5.8845,1.5417,-0.29415,150,2019,7,14,22,33,9.54
8,8,-1.5203,5.842,0.73656,-0.14707,151,2019,7,14,22,33,9.54
8,8,-1.3388,5.9169,0.80849,-0.14707,185,2019,7,14,22,33,9.54
8,8,-1.3472,5.9103,1.0883,-0.14707,179,2019,7,14,22,33,9.54
9,14,-1.7431,5.9132,0.63679,0,153,2019,7,14,22,33,9.827
9,14,-1.7539,5.9793,0.24893,0,164,2019,7,14,22,33,9.827
9,14,-1.7431,5.8655,0.98319,0.14707,185,2019,7,14,22,33,9.827
9,14,-1.7539,5.9492,0.64897,0.14707,205,2019,7,14,22,33,9.827
9,14,-1.3727,6.0632,0.85377,0.14707,174,2019,7,14,22,33,9.827
9,14,-1.95,6.6534,0.049259,0.14707,161,2019,7,14,22,33,9.827
9,14,-1.3557,6.035,0.38735,0.29415,153,2019,7,14,22,33,9.827
9,14,-1.53,5.903,0.51868,0.44122,155,2019,7,14,22,33,9.827
9,14,-1.5397,5.9478,0.42868,0.44122,175,2019,7,14,22,33,9.827
9,14,-1.3557,6.035,0.38735,0.44122,183,2019,7,14,22,33,9.827
9,14,-1.1693,6.0955,0.60735,0.44122,172,2019,7,14,22,33,9.827
9,14,-1.53,5.8565,0.90322,-0.14707,161,2019,7,14,22,33,9.827
9,14,-1.5397,5.8507,1.1527,-0.14707,169,2019,7,14,22,33,9.827
9,14,-1.3557,5.8702,1.4534,-0.14707,165,2019,7,14,22,33,9.827
10,17,-1.7431,5.9331,0.4114,0.29415,150,2019,7,14,22,33,9.843
10,17,-1.7539,5.964,0.49578,0.29415,156,2019,7,14,22,33,9.843
10,17,-1.7431,5.8327,1.162,0.44122,169,2019,7,14,22,33,9.843
10,17,-1.5591,5.9496,1.0305,0.44122,187,2019,7,14,22,33,9.843
10,17,-1.3727,5.9794,1.3183,0.44122,173,2019,7,14,22,33,9.843
10,17,-1.7322,5.8242,1.0043,0.5883,158,2019,7,14,22,33,9.843
10,17,-1.5494,5.9655,0.64967,0.5883,215,2019,7,14,22,33,9.843
10,17,-1.3642,6.0647,0.49993,0.5883,233,2019,7,14,22,33,9.843
10,17,-1.3727,6.0961,0.57327,0.5883,217,2019,7,14,22,33,9.843
10,17,-1.3811,6.0163,1.3264,0.5883,166,2019,7,14,22,33,9.843
10,17,-1.7322,5.7963,1.1548,0.73537,156,2019,7,14,22,33,9.843
10,17,-1.5494,5.9588,0.70776,0.73537,209,2019,7,14,22,33,9.843
10,17,-1.5591,6.0044,0.6387,0.73537,220,2019,7,14,22,33,9.843
10,17,-1.3727,6.0916,0.61947,0.73537,201,2019,7,14,22,33,9.843
10,17,-0.98652,6.1228,1.1838,0.73537,160,2019,7,14,22,33,9.843
10,17,-1.5203,5.8664,0.50616,-0.14707,194,2019,7,14,22,33,9.843
10,17,-1.3388,5.9544,0.45598,-0.14707,186,2019,7,14,22,33,9.843
11,13,-1.5591,5.9845,0.80374,0.14707,161,2019,7,14,22,33,9.859
11,13,-1.3727,6.0987,0.54553,0.14707,167,2019,7,14,22,33,9.859
11,13,-1.3811,6.1591,0.14469,0.14707,160,2019,7,14,22,33,9.859
11,13,-1.5591,5.9677,0.92037,0.29415,188,2019,7,14,22,33,9.859
11,13,-1.5687,6.0417,0.64266,0.29415,204,2019,7,14,22,33,9.859
11,13,-1.3811,6.1389,0.51908,0.29415,211,2019,7,14,22,33,9.859
11,13,-0.99257,6.2721,0.16975,0.29415,199,2019,7,14,22,33,9.859
11,13,-1.9488,5.8724,0.77953,0.44122,153,2019,7,14,22,33,9.859
11,13,-3.8977,1.3502,-4.6772,0.44122,153,2019,7,14,22,33,9.859
11,13,-1.5687,6.0047,0.92609,0.44122,150,2019,7,14,22,33,9.859
11,13,-1.1838,6.0941,1.1507,0.44122,172,2019,7,14,22,33,9.859
11,13,-1.1911,6.1575,1.0099,0.44122,195,2019,7,14,22,33,9.859
11,13,-1.1983,6.1534,1.2438,0.44122,156,2019,7,14,22,33,9.859
12,1,0,0,0,0,161,2019,7,14,22,33,9.998
13,11,-1.6995,5.7758,0.51413,0,162,2019,7,14,22,33,10.091
13,11,-1.5203,5.8631,0.54363,0,197,2019,7,14,22,33,10.091
13,11,-1.53,5.8844,0.69891,0,193,2019,7,14,22,33,10.091
13,11,-1.1548,5.9379,1.1568,0,152,2019,7,14,22,33,10.091
13,11,-1.5106,5.8248,0.5502,0.14707,187,2019,7,14,22,33,10.091
13,11,-1.3303,5.9098,0.5353,0.14707,235,2019,7,14,22,33,10.091
13,11,-1.53,5.8964,0.58885,0.14707,237,2019,7,14,22,33,10.091
13,11,-1.3472,5.9232,1.0157,0.14707,191,2019,7,14,22,33,10.091
13,11,-1.5106,5.8179,0.61886,0.29415,174,2019,7,14,22,33,10.091
13,11,-1.5203,5.8245,0.86355,0.29415,211,2019,7,14,22,33,10.091
13,11,-1.53,5.8819,0.71949,0.29415,203,2019,7,14,22,33,10.091
14,1,0,0,0,0,162,2019,7,14,22,33,10.183
15,1,0,0,0,0,162,2019,7,14,22,33,10.253
16,1,0,0,0,0,162,2019,7,14,22,33,10.341
17,1,0,0,0,0,162,2019,7,14,22,33,10.486
18,1,0,0,0,0,162,2019,7,14,22,33,10.558
19,1,0,0,0,0,162,2019,7,14,22,33,10.626
20,1,0,0,0,0,162,2019,7,14,22,33,10.768
21,1,0,0,0,0,162,2019,7,14,22,33,10.849
22,1,0,0,0,0,162,2019,7,14,22,33,10.928
23,1,0,0,0,0,162,2019,7,14,22,33,11.04
24,1,0,0,0,0,162,2019,7,14,22,33,11.128
25,1,0,0,0,0,162,2019,7,14,22,33,11.243
26,1,0,0,0,0,162,2019,7,14,22,33,11.323
27,1,0,0,0,0,162,2019,7,14,22,33,11.442
28,1,0,0,0,0,162,2019,7,14,22,33,11.53
29,1,0,0,0,0,162,2019,7,14,22,33,11.618
30,1,0,0,0,0,162,2019,7,14,22,33,11.747
31,1,0,0,0,0,162,2019,7,14,22,33,11.832
32,1,0,0,0,0,162,2019,7,14,22,33,11.942
33,1,0,0,0,0,162,2019,7,14,22,33,12.02
34,1,0,0,0,0,162,2019,7,14,22,33,12.14
35,1,0,0,0,0,162,2019,7,14,22,33,12.222
36,1,0,0,0,0,162,2019,7,14,22,33,12.332
37,1,0,0,0,0,162,2019,7,14,22,33,12.419
38,1,0,0,0,0,162,2019,7,14,22,33,12.541
39,10,-1.3218,5.8602,0.65059,0,152,2019,7,14,22,33,12.626
39,10,-1.5203,5.8194,0.8975,0,189,2019,7,14,22,33,12.626
39,10,-1.53,5.917,0.32172,0,173,2019,7,14,22,33,12.626
39,10,-1.3218,5.7653,1.2357,0.14707,169,2019,7,14,22,33,12.626
39,10,-1.3303,5.8395,1.0552,0.14707,207,2019,7,14,22,33,12.626
39,10,-1.1475,5.9626,0.76501,0.14707,192,2019,7,14,22,33,12.626
39,10,-1.3303,5.828,1.1166,0.29415,165,2019,7,14,22,33,12.626
39,10,-1.5203,5.8507,0.66401,-0.14707,180,2019,7,14,22,33,12.626
39,10,-1.3388,5.9169,0.80849,-0.14707,189,2019,7,14,22,33,12.626
39,10,-1.7322,5.9051,0.24584,-0.14707,157,2019,7,14,22,33,12.626
40,5,-1.5203,5.7772,1.1382,0,158,2019,7,14,22,33,12.721
40,5,-1.3388,5.8859,1.0093,0,169,2019,7,14,22,33,12.721
40,5,-1.5203,5.8256,0.85632,0.14707,159,2019,7,14,22,33,12.721
40,5,-1.3388,5.8651,1.1238,0.14707,177,2019,7,14,22,33,12.721
40,5,-1.3472,5.9973,0.38492,0.14707,150,2019,7,14,22,33,12.721
41,1,0,0,0,0,158,2019,7,14,22,33,12.909
42,1,0,0,0,0,158,2019,7,14,22,33,12.92
43,3,-1.5203,5.8194,0.8975,0.14707,177,2019,7,14,22,33,13.074
43,3,-1.53,5.7916,1.2536,0.14707,180,2019,7,14,22,33,13.074
43,3,-1.5397,5.761,1.5397,0.14707,153,2019,7,14,22,33,13.074
44,6,-1.5106,5.7183,1.2377,0.14707,165,2019,7,14,22,33,13.149
44,6,-1.3303,5.8661,0.89548,0.14707,203,2019,7,14,22,33,13.149
44,6,-1.53,5.8925,0.62679,0.14707,198,2019,7,14,22,33,13.149
44,6,-1.3472,5.9677,0.70868,0.14707,167,2019,7,14,22,33,13.149
44,6,-1.5203,5.873,0.42329,-0.14707,172,2019,7,14,22,33,13.149
44,6,-1.53,5.9193,0.27643,-0.14707,165,2019,7,14,22,33,13.149
45,6,-1.5203,5.8052,0.98543,0.14707,188,2019,7,14,22,33,13.243
45,6,-1.3388,5.9096,0.85974,0.14707,204,2019,7,14,22,33,13.243
45,6,-1.7322,5.9092,-0.10675,0.14707,174,2019,7,14,22,33,13.243
45,6,-1.53,5.814,1.1455,-0.29415,151,2019,7,14,22,33,13.243
45,6,-1.3303,5.8794,0.80337,-0.14707,166,2019,7,14,22,33,13.243
45,6,-1.53,5.873,0.78876,-0.14707,165,2019,7,14,22,33,13.243
46,1,0,0,0,0,188,2019,7,14,22,33,13.34
47,1,0,0,0,0,188,2019,7,14,22,33,13.484
48,1,0,0,0,0,188,2019,7,14,22,33,13.561
49,8,-1.5203,5.8758,0.38211,0,181,2019,7,14,22,33,13.635
49,8,-1.3388,5.9596,0.3825,0,192,2019,7,14,22,33,13.635
49,8,-1.7322,5.8795,-0.60186,0,153,2019,7,14,22,33,13.635
49,8,-1.5203,5.8815,0.28128,-0.29415,159,2019,7,14,22,33,13.635
49,8,-1.53,5.9229,0.18324,-0.29415,174,2019,7,14,22,33,13.635
49,8,-1.3303,5.9176,0.44151,-0.14707,206,2019,7,14,22,33,13.635
49,8,-1.3388,5.9675,0.22699,-0.14707,217,2019,7,14,22,33,13.635
49,8,-1.5397,5.9379,-0.54881,-0.14707,181,2019,7,14,22,33,13.635
50,8,-1.5106,5.7688,0.97536,0,165,2019,7,14,22,33,13.73
50,8,-1.5203,5.835,0.79007,0,191,2019,7,14,22,33,13.73
50,8,-1.3388,5.8859,1.0093,0,168,2019,7,14,22,33,13.73
50,8,-1.5203,5.8833,0.24072,-0.29415,156,2019,7,14,22,33,13.73
50,8,-1.5106,5.7892,0.846,-0.14707,180,2019,7,14,22,33,13.73
