Frame #,# Obj,X,Y,Z,Doppler,Intensity,y,m,d,h,m,s
1,2,1.3926,2.4141,-0.021484,0,20,2019,7,14,9,20,58.285
1,2,1.4805,2.3613,0.025391,-0.29379,30,2019,7,14,9,20,58.285
2,6,1.541,2.4551,-0.10742,0,21,2019,7,14,9,20,58.372
2,6,1.5625,2.4902,0.0019531,0,18,2019,7,14,9,20,58.372
2,6,1.5,2.3926,-0.044922,-0.29379,23,2019,7,14,9,20,58.372
2,6,1.5215,2.418,-0.20313,-0.29379,34,2019,7,14,9,20,58.372
2,6,1.6328,2.3965,-0.12109,-0.29379,44,2019,7,14,9,20,58.372
2,6,1.6543,2.4297,-0.021484,-0.29379,39,2019,7,14,9,20,58.372
5,2,1.5469,2.2402,0.38672,-0.29379,26,2019,7,14,9,20,58.618
5,2,1.5684,2.3027,0.091797,-0.29379,28,2019,7,14,9,20,58.618
6,2,1.6113,2.332,0.4082,-0.29379,22,2019,7,14,9,20,58.64
6,2,1.6328,2.3574,0.43945,-0.29379,36,2019,7,14,9,20,58.64
7,6,1.375,2.3477,-0.39258,0,22,2019,7,14,9,20,58.653
7,6,1.4395,2.1914,-0.6875,-0.29379,33,2019,7,14,9,20,58.653
7,6,1.4609,2.2344,-0.65234,-0.29379,45,2019,7,14,9,20,58.653
7,6,1.6113,2.3242,0.45313,-0.29379,40,2019,7,14,9,20,58.653
7,6,1.6328,2.3594,0.43164,-0.29379,47,2019,7,14,9,20,58.653
7,6,1.6543,2.4004,0.37695,-0.29379,30,2019,7,14,9,20,58.653
8,9,1.4395,2.2813,0.26953,0,25,2019,7,14,9,20,58.663
8,9,1.4609,2.3184,0.22461,0,25,2019,7,14,9,20,58.663
8,9,1.4395,2.2598,0.4043,0.29379,33,2019,7,14,9,20,58.663
8,9,1.4609,2.293,0.41016,0.29379,35,2019,7,14,9,20,58.663
8,9,1.5039,2.207,0.10156,-0.29379,37,2019,7,14,9,20,58.663
8,9,1.5254,2.2402,0.087891,-0.29379,76,2019,7,14,9,20,58.663
8,9,1.4609,2.3281,0.072266,-0.29379,76,2019,7,14,9,20,58.663
8,9,1.4805,2.3594,0.082031,-0.29379,40,2019,7,14,9,20,58.663
