Frame #,# Obj,X,Y,Z,Doppler,Intensity,y,m,d,h,m,s
9200,19,0.1582,4.9766,-0.7832,0.29379,37,2019,7,14,10,16,28.596
9200,19,0,4.9238,-0.033203,0.58758,52,2019,7,14,10,16,28.596
9200,19,0,4.9609,-0.13086,0.58758,90,2019,7,14,10,16,28.596
9200,19,0,4.9961,-0.21289,0.58758,97,2019,7,14,10,16,28.596
9200,19,0.1582,5.0195,-0.4082,0.58758,103,2019,7,14,10,16,28.596
9200,19,0.1582,5.0527,-0.47852,0.58758,98,2019,7,14,10,16,28.596
9200,19,0.16016,5.0918,-0.45703,0.58758,54,2019,7,14,10,16,28.596
9200,19,0,4.9199,0.23242,0.88138,99,2019,7,14,10,16,28.596
9200,19,0,4.9629,0.060547,0.88138,180,2019,7,14,10,16,28.596
9200,19,0,5.002,-0.013672,0.88138,185,2019,7,14,10,16,28.596
9200,19,0,5.0391,-0.035156,0.88138,130,2019,7,14,10,16,28.596
9200,19,0,5.0762,-0.10742,0.88138,98,2019,7,14,10,16,28.596
9200,19,0,5.1152,0.021484,0.88138,64,2019,7,14,10,16,28.596
9200,19,0,4.8887,0.59961,1.1752,59,2019,7,14,10,16,28.596
9200,19,0,4.9512,0.33203,1.1752,107,2019,7,14,10,16,28.596
9200,19,0,4.9941,0.25781,1.1752,103,2019,7,14,10,16,28.596
9200,19,0,5.0313,0.29688,1.1752,60,2019,7,14,10,16,28.596
9200,19,1.6543,2.2402,-0.10938,-0.29379,37,2019,7,14,10,16,28.596
9200,19,1.6777,2.2695,-0.13281,-0.29379,32,2019,7,14,10,16,28.596
9201,21,3.4922,0,6.8555,0.29379,27,2019,7,14,10,16,28.768
9201,21,3.5117,0,-6.9082,0.29379,30,2019,7,14,10,16,28.768
9201,21,3.3105,0,6.9355,0.29379,20,2019,7,14,10,16,28.768
9201,21,3.4922,0,-6.5098,0.58758,27,2019,7,14,10,16,28.768
9201,21,3.5117,0,-6.5195,0.58758,34,2019,7,14,10,16,28.768
9201,21,3.3105,0,-6.8008,0.58758,25,2019,7,14,10,16,28.768
9201,21,-0.1582,5.0723,-0.1875,0.88138,54,2019,7,14,10,16,28.768
9201,21,0,5.1152,-0.082031,0.88138,63,2019,7,14,10,16,28.768
9201,21,0,5.1543,0,0.88138,42,2019,7,14,10,16,28.768
9201,21,-0.1582,5.0742,0.015625,1.1752,75,2019,7,14,10,16,28.768
9201,21,0,5.1133,0.1543,1.1752,83,2019,7,14,10,16,28.768
9201,21,0,5.1465,0.26758,1.1752,52,2019,7,14,10,16,28.768
9201,21,0,5.0957,0.45703,1.469,31,2019,7,14,10,16,28.768
9201,21,1.5684,2.2969,-0.17969,-0.29379,34,2019,7,14,10,16,28.768
9201,21,1.5898,2.3242,-0.23438,-0.29379,35,2019,7,14,10,16,28.768
9201,21,1.0918,6.875,-0.58398,0.29379,24,2019,7,14,10,16,28.768
9201,21,1.0977,6.9199,-0.49805,0.29379,25,2019,7,14,10,16,28.768
9201,21,1.1035,6.9297,-0.80078,0.29379,16,2019,7,14,10,16,28.768
9201,21,1.0918,6.8926,-0.33594,0.58758,22,2019,7,14,10,16,28.768
9201,21,-0.87891,3.4609,-6.0488,0.58758,25,2019,7,14,10,16,28.768
