Frame #,# Obj,X,Y,Z,Doppler,Intensity,y,m,d,h,m,s
6916,1,1.8535,1.8809,1.0039,-0.29379,32,2019,7,13,20,19,53.771
6917,4,1.8281,1.9531,0.77734,-0.58758,30,2019,7,13,20,19,53.776
6917,4,1.8535,2.0137,0.70117,-0.58758,25,2019,7,13,20,19,53.776
6917,4,1.8281,1.9102,0.87891,-0.29379,36,2019,7,13,20,19,53.776
6917,4,1.8535,1.9473,0.86719,-0.29379,30,2019,7,13,20,19,53.776
6918,3,1.9297,2.1445,0.56641,0,25,2019,7,13,20,19,53.78
6918,3,1.8125,2.1484,0.7168,0.29379,25,2019,7,13,20,19,53.78
6918,3,1.8379,2.1992,0.65625,0.29379,38,2019,7,13,20,19,53.78
6922,6,1.8789,2.0996,0.51172,0,20,2019,7,13,20,19,53.793
6922,6,1.6777,2.2734,0.039063,0.29379,32,2019,7,13,20,19,53.793
6922,6,1.9688,2.0801,0.0039063,-0.88138,50,2019,7,13,20,19,53.793
6922,6,1.9941,2.1055,0.095703,-0.88138,44,2019,7,13,20,19,53.793
6922,6,1.8789,2.1543,0.15625,-0.58758,39,2019,7,13,20,19,53.793
6922,6,1.9043,2.1758,0.24023,-0.58758,36,2019,7,13,20,19,53.793
6923,3,1.9414,2.0508,-0.0039063,-0.58758,32,2019,7,13,20,19,53.797
6923,3,1.916,2.0234,0.035156,-0.29379,28,2019,7,13,20,19,53.797
6923,3,1.9414,2.0508,0.082031,-0.29379,34,2019,7,13,20,19,53.797
6928,5,1.9688,2.0801,0.017578,0,24,2019,7,13,20,19,53.814
6928,5,1.9941,2.1016,0.15234,0,21,2019,7,13,20,19,53.814
6928,5,1.9414,2.041,0.20117,0.29379,35,2019,7,13,20,19,53.814
6928,5,2.0586,1.9707,0.27539,0.29379,47,2019,7,13,20,19,53.814
6928,5,1.9941,2.082,0.32617,0.29379,35,2019,7,13,20,19,53.814
6929,2,1.9688,2.0781,-0.048828,0.29379,26,2019,7,13,20,19,53.817
6929,2,1.9941,2.1055,0.072266,0.29379,31,2019,7,13,20,19,53.817
6933,8,1.6934,2.0352,0.58203,0,31,2019,7,13,20,19,53.831
6933,8,1.7188,2.0762,0.53906,0,36,2019,7,13,20,19,53.831
6933,8,1.6543,2.1875,0.49023,0,22,2019,7,13,20,19,53.831
6933,8,1.7188,2.1367,0.20508,-0.58758,32,2019,7,13,20,19,53.831
6933,8,1.5859,2.043,0.66992,-0.29379,29,2019,7,13,20,19,53.831
6933,8,1.6934,2.0605,0.47852,-0.29379,69,2019,7,13,20,19,53.831
6933,8,1.7188,2.1094,0.39648,-0.29379,76,2019,7,13,20,19,53.831
6933,8,1.7422,2.1504,0.32617,-0.29379,44,2019,7,13,20,19,53.831
6934,5,1.6094,2.123,0.49805,0,25,2019,7,13,20,19,53.834
6934,5,1.6328,2.1621,0.4668,0,18,2019,7,13,20,19,53.834
6934,5,1.6699,2.0625,0.31445,-0.29379,37,2019,7,13,20,19,53.834
6934,5,1.6934,2.0977,0.2832,-0.29379,59,2019,7,13,20,19,53.834
6934,5,1.7188,2.1309,0.25586,-0.29379,46,2019,7,13,20,19,53.834
6935,1,1.6934,2.0723,0.42969,-0.29379,29,2019,7,13,20,19,53.838
6941,2,1.5859,2.0898,0.50195,0.29379,33,2019,7,13,20,19,53.858
6941,2,1.6094,2.1211,0.50781,0.29379,30,2019,7,13,20,19,53.858
6942,2,1.5859,2.0391,0.68164,0.29379,45,2019,7,13,20,19,53.861
6942,2,1.6934,2.0117,0.6582,0.29379,46,2019,7,13,20,19,53.861
6944,2,1.9941,2.0801,0.33594,0.29379,55,2019,7,13,20,19,53.868
6944,2,2.0215,2.0898,0.43359,0.29379,63,2019,7,13,20,19,53.868
148,4,1.7676,2.3965,-0.03125,0,27,2019,7,13,20,20,8.497
148,4,1.791,2.4258,-0.039063,0,23,2019,7,13,20,20,8.497
148,4,1.7676,2.3945,0.066406,0.29379,50,2019,7,13,20,20,8.497
148,4,1.791,2.4219,0.16602,0.29379,46,2019,7,13,20,20,8.497
150,4,-1.0781,8.5527,-0.33594,0,21,2019,7,13,20,20,8.695
150,4,-1.3418,8.4844,-0.029297,0.29379,31,2019,7,13,20,20,8.695
150,4,-1.0781,8.5586,0.19922,0.29379,39,2019,7,13,20,20,8.695
150,4,-1.3535,8.5586,0.046875,0.29379,22,2019,7,13,20,20,8.695
151,6,1.7461,2.3633,0.10547,0,20,2019,7,13,20,20,8.804
151,6,1.7676,2.3906,0.17188,0,32,2019,7,13,20,20,8.804
151,6,1.791,2.4141,0.24023,0,26,2019,7,13,20,20,8.804
151,6,1.8379,2.2949,-0.035156,-0.29379,38,2019,7,13,20,20,8.804
151,6,1.8613,2.3242,-0.019531,-0.29379,59,2019,7,13,20,20,8.804
151,6,1.791,2.4258,0.0058594,-0.29379,49,2019,7,13,20,20,8.804
152,1,1.7891,2.1426,0.63672,-0.29379,25,2019,7,13,20,20,8.9
153,7,1.6992,2.1602,0.80273,0,20,2019,7,13,20,20,9
153,7,1.7676,2.3965,0.0058594,0,26,2019,7,13,20,20,9
153,7,1.7461,2.3555,0.21484,0.29379,34,2019,7,13,20,20,9
153,7,1.7676,2.3887,0.17969,0.29379,52,2019,7,13,20,20,9
153,7,1.791,2.4199,0.17773,0.29379,43,2019,7,13,20,20,9
153,7,1.6777,2.1523,0.73242,-0.29379,25,2019,7,13,20,20,9
153,7,1.7891,2.1152,0.7207,-0.29379,38,2019,7,13,20,20,9
154,4,1.7656,2.0605,0.78711,0,18,2019,7,13,20,20,9.092
154,4,1.7891,2.1211,0.70703,0.29379,37,2019,7,13,20,20,9.092
154,4,1.8535,2.0332,0.63672,-0.29379,38,2019,7,13,20,20,9.092
154,4,1.7891,2.1641,0.5625,-0.29379,36,2019,7,13,20,20,9.092
155,2,1.7793,2.0293,0.25781,0.29379,39,2019,7,13,20,20,9.202
155,2,1.8047,2.0586,0.25,0.29379,44,2019,7,13,20,20,9.202
156,6,1.8047,2.0684,0.15625,0,27,2019,7,13,20,20,9.307
156,6,1.916,2.0156,0.17383,0,22,2019,7,13,20,20,9.307
156,6,1.7793,2.0156,0.34766,0.29379,48,2019,7,13,20,20,9.307
156,6,1.8047,2.041,0.37305,0.29379,69,2019,7,13,20,20,9.307
156,6,1.8281,2.0547,0.44531,0.29379,57,2019,7,13,20,20,9.307
156,6,1.7656,2.0957,0.68359,0.29379,35,2019,7,13,20,20,9.307
157,14,1.8047,2.0742,-0.0039063,0,28,2019,7,13,20,20,9.399
157,14,1.8281,2.1016,0.09375,0,22,2019,7,13,20,20,9.399
157,14,1.6328,2.332,0.5625,0,33,2019,7,13,20,20,9.399
157,14,1.6543,2.3672,0.55078,0,44,2019,7,13,20,20,9.399
157,14,1.6758,2.3926,0.58008,0,28,2019,7,13,20,20,9.399
157,14,1.7793,2.0352,0.19727,0.29379,46,2019,7,13,20,20,9.399
157,14,1.8047,2.0566,0.26758,0.29379,76,2019,7,13,20,20,9.399
157,14,1.8281,2.084,0.27734,0.29379,61,2019,7,13,20,20,9.399
157,14,1.7188,2.0996,0.44727,0.58758,27,2019,7,13,20,20,9.399
157,14,1.6543,2.4199,0.23438,-0.58758,36,2019,7,13,20,20,9.399
157,14,1.8047,2.0742,0,-0.29379,29,2019,7,13,20,20,9.399
157,14,1.6328,2.3652,0.39844,-0.29379,62,2019,7,13,20,20,9.399
157,14,1.6543,2.4023,0.36523,-0.29379,82,2019,7,13,20,20,9.399
157,14,1.7676,2.373,0.32617,-0.29379,51,2019,7,13,20,20,9.399
158,12,1.6113,2.2871,0.60742,0,34,2019,7,13,20,20,9.511
158,12,1.6328,2.3398,0.53125,0,59,2019,7,13,20,20,9.511
158,12,1.5625,2.4355,0.51953,0,50,2019,7,13,20,20,9.511
158,12,1.582,2.4434,0.625,0,20,2019,7,13,20,20,9.511
158,12,1.8047,2.0313,0.42188,0.29379,29,2019,7,13,20,20,9.511
158,12,1.8281,2.0566,0.43945,0.29379,28,2019,7,13,20,20,9.511
158,12,1.6328,2.3965,0.091797,-0.58758,52,2019,7,13,20,20,9.511
158,12,1.6543,2.4297,0.052734,-0.58758,44,2019,7,13,20,20,9.511
158,12,1.6113,2.3457,0.31836,-0.29379,66,2019,7,13,20,20,9.511
158,12,1.7227,2.3105,0.33789,-0.29379,119,2019,7,13,20,20,9.511
158,12,1.6543,2.4121,0.29102,-0.29379,106,2019,7,13,20,20,9.511
