Frame #,# Obj,X,Y,Z,Doppler,Intensity,y,m,d,h,m,s
631,5,-2.2305,5.9727,1.207,0,21,2019,7,13,11,41,47.418
631,5,-2.2441,5.9746,1.3711,0,15,2019,7,13,11,41,47.418
631,5,-2.2188,5.9902,0.9043,-0.29379,32,2019,7,13,11,41,47.418
631,5,-2.2305,6.041,0.81055,-0.29379,41,2019,7,13,11,41,47.418
631,5,-1.8359,6.2129,0.79883,-0.29379,29,2019,7,13,11,41,47.418
632,6,-2.0156,6.0762,0.80664,0,29,2019,7,13,11,41,47.516
632,6,-2.0273,6.1289,0.66797,0,30,2019,7,13,11,41,47.516
632,6,-2.0391,6.1855,0.44531,0,21,2019,7,13,11,41,47.516
632,6,-2.0039,6.0723,0.49609,-0.29379,38,2019,7,13,11,41,47.516
632,6,-2.0156,6.1113,0.45313,-0.29379,64,2019,7,13,11,41,47.516
632,6,-2.0273,6.1406,0.53906,-0.29379,55,2019,7,13,11,41,47.516
633,1,-2.0156,6.1172,0.36328,-0.29379,28,2019,7,13,11,41,47.595
634,1,-2.0156,6.127,0.10938,-0.29379,27,2019,7,13,11,41,47.705
639,5,-1.8262,6.2188,0.3418,0,26,2019,7,13,11,41,48.199
639,5,-1.8359,6.252,0.38672,0,22,2019,7,13,11,41,48.199
639,5,-2.0156,6.1172,-0.37891,-0.29379,33,2019,7,13,11,41,48.199
639,5,-1.8262,6.2266,-0.15039,-0.29379,49,2019,7,13,11,41,48.199
639,5,-1.8359,6.2637,-0.11719,-0.29379,42,2019,7,13,11,41,48.199
640,6,-2.2051,5.9551,0.90039,0,21,2019,7,13,11,41,48.309
640,6,-2.2188,5.9922,0.89648,0,23,2019,7,13,11,41,48.309
640,6,-2.0273,6.1055,0.85156,0,19,2019,7,13,11,41,48.309
640,6,-2.0039,6.0801,0.39844,-0.29379,45,2019,7,13,11,41,48.309
640,6,-2.0156,6.1191,0.32422,-0.29379,48,2019,7,13,11,41,48.309
640,6,-2.0273,6.1641,0.14648,-0.29379,37,2019,7,13,11,41,48.309
641,10,-1.9805,5.8887,1.252,0,34,2019,7,13,11,41,48.417
641,10,-1.9922,5.9531,1.1152,0,48,2019,7,13,11,41,48.417
641,10,-2.2051,5.959,0.86914,0,45,2019,7,13,11,41,48.417
641,10,-2.4199,5.9434,0.67383,0,28,2019,7,13,11,41,48.417
641,10,-1.9922,6.0488,0.3125,-0.58758,54,2019,7,13,11,41,48.417
641,10,-2.0039,6.0879,0.25391,-0.58758,51,2019,7,13,11,41,48.417
641,10,-1.9805,5.9453,0.94922,-0.29379,62,2019,7,13,11,41,48.417
641,10,-1.9922,6.0117,0.73047,-0.29379,88,2019,7,13,11,41,48.417
641,10,-2.0039,6.0625,0.61133,-0.29379,83,2019,7,13,11,41,48.417
641,10,-2.0156,6.1055,0.52539,-0.29379,54,2019,7,13,11,41,48.417
642,18,-2.1777,5.8086,1.2949,0,24,2019,7,13,11,41,48.509
642,18,-1.9922,5.9766,0.97461,0,33,2019,7,13,11,41,48.509
642,18,-2.0039,6.0273,0.88477,0,23,2019,7,13,11,41,48.509
642,18,-2.3613,0.76172,-8.0234,0,21,2019,7,13,11,41,48.509
642,18,-1.9922,6.0547,0.16406,-0.88138,30,2019,7,13,11,41,48.509
642,18,-1.9688,5.9492,0.64844,-0.58758,34,2019,7,13,11,41,48.509
642,18,-1.9805,5.9961,0.54297,-0.58758,74,2019,7,13,11,41,48.509
642,18,-1.9922,6.043,0.39063,-0.58758,89,2019,7,13,11,41,48.509
642,18,-2.0039,6.0879,0.22656,-0.58758,57,2019,7,13,11,41,48.509
642,18,-2.166,5.8047,1.1406,-0.29379,29,2019,7,13,11,41,48.509
642,18,-1.9805,5.9512,0.91016,-0.29379,66,2019,7,13,11,41,48.509
642,18,-1.9922,6.0137,0.72266,-0.29379,85,2019,7,13,11,41,48.509
642,18,-2.0039,6.0703,0.50586,-0.29379,59,2019,7,13,11,41,48.509
642,18,-2.0898,2.166,-7.8008,-0.29379,30,2019,7,13,11,41,48.509
642,18,-2.0996,0,-8.2207,-0.29379,37,2019,7,13,11,41,48.509
642,18,1.0508,2.918,-7.8047,0,14,2019,7,13,11,41,48.509
642,18,1.3066,0.98633,-8.1992,-0.29379,22,2019,7,13,11,41,48.509
642,18,1.0508,3.2168,-7.6875,-0.29379,22,2019,7,13,11,41,48.509
643,6,-1.8047,2.0996,7.7676,-0.88138,28,2019,7,13,11,41,48.6
643,6,-1.8125,2.5078,7.6836,-0.88138,37,2019,7,13,11,41,48.6
643,6,-2.0703,0,8.166,-0.58758,32,2019,7,13,11,41,48.6
643,6,1.5469,4.3066,6.8594,-0.88138,23,2019,7,13,11,41,48.6
643,6,1.5527,4.9707,6.4414,-0.88138,29,2019,7,13,11,41,48.6
643,6,1.5527,4.9453,6.4609,-0.58758,26,2019,7,13,11,41,48.6
644,10,-1.75,5.9668,0.24805,-1.1752,31,2019,7,13,11,41,48.702
644,10,-1.7617,6.0059,0.16406,-1.1752,29,2019,7,13,11,41,48.702
644,10,-1.7402,5.9082,0.55859,-0.88138,47,2019,7,13,11,41,48.702
644,10,-1.9453,5.8906,0.48633,-0.88138,75,2019,7,13,11,41,48.702
644,10,-1.7617,5.9844,0.5332,-0.88138,72,2019,7,13,11,41,48.702
644,10,-1.9688,5.9629,0.49805,-0.88138,44,2019,7,13,11,41,48.702
644,10,-1.9336,5.8203,0.80273,-0.58758,34,2019,7,13,11,41,48.702
644,10,-1.9453,5.8457,0.87695,-0.58758,52,2019,7,13,11,41,48.702
644,10,-1.957,5.8398,1.123,-0.58758,47,2019,7,13,11,41,48.702
644,10,-1.7715,5.9551,1.0352,-0.58758,35,2019,7,13,11,41,48.702
645,14,-1.7188,5.7988,0.85938,-0.88138,58,2019,7,13,11,41,48.813
645,14,-1.9199,5.752,1,-0.88138,41,2019,7,13,11,41,48.813
645,14,-1.75,5.9688,-0.1875,-0.88138,31,2019,7,13,11,41,48.813
645,14,1.5313,0,-8.0605,-0.88138,31,2019,7,13,11,41,48.813
645,14,1.5391,0.64453,-8.0371,-0.88138,38,2019,7,13,11,41,48.813
645,14,-1.9082,5.6992,1.0938,-0.58758,30,2019,7,13,11,41,48.813
645,14,1.7871,0,8.002,-0.58758,41,2019,7,13,11,41,48.813
645,14,1.7949,0,8.0625,-0.58758,46,2019,7,13,11,41,48.813
645,14,1.7949,2.9082,7.4629,-0.29379,30,2019,7,13,11,41,48.813
645,14,-1.5313,1.9453,7.7852,-0.88138,25,2019,7,13,11,41,48.813
645,14,-1.5391,0.88672,8.0137,-0.88138,35,2019,7,13,11,41,48.813
645,14,-1.5313,1.3809,7.9043,-0.58758,35,2019,7,13,11,41,48.813
645,14,-1.5391,2.0898,7.7871,-0.58758,40,2019,7,13,11,41,48.813
645,14,-1.5391,3.6465,7.1895,-0.29379,27,2019,7,13,11,41,48.813
646,24,-1.3359,5.9551,0.24805,0,18,2019,7,13,11,41,48.903
646,24,-1.7285,5.8906,0.28711,0,24,2019,7,13,11,41,48.903
646,24,-1.5078,5.8398,-0.058594,-1.1752,31,2019,7,13,11,41,48.903
646,24,-1.707,5.8242,-0.078125,-1.1752,36,2019,7,13,11,41,48.903
646,24,-1.6973,5.7754,0.37305,-0.88138,53,2019,7,13,11,41,48.903
646,24,-1.707,5.8047,0.47656,-0.88138,58,2019,7,13,11,41,48.903
646,24,-1.7285,5.8887,-0.32617,-0.88138,44,2019,7,13,11,41,48.903
646,24,-1.5469,5.9863,-0.16016,-0.88138,43,2019,7,13,11,41,48.903
646,24,1.7871,0,-8.0117,-0.88138,36,2019,7,13,11,41,48.903
646,24,1.7949,1.1992,-7.918,-0.88138,36,2019,7,13,11,41,48.903
646,24,-1.5371,5.9414,-0.34766,-0.58758,53,2019,7,13,11,41,48.903
646,24,-1.5469,5.9883,-0.097656,-0.58758,43,2019,7,13,11,41,48.903
646,24,1.7793,2.0195,-7.6738,-0.58758,36,2019,7,13,11,41,48.903
646,24,1.7871,1.4238,-7.8438,-0.58758,36,2019,7,13,11,41,48.903
646,24,-1.5273,5.9082,-0.27539,-0.29379,40,2019,7,13,11,41,48.903
646,24,-1.5371,5.9492,-0.15625,-0.29379,49,2019,7,13,11,41,48.903
646,24,-1.7793,3.0098,-7.3418,-0.29379,29,2019,7,13,11,41,48.903
646,24,-1.7871,2.1016,-7.6895,-0.29379,27,2019,7,13,11,41,48.903
646,24,-1.7871,1.9902,-7.7188,-0.88138,28,2019,7,13,11,41,48.903
646,24,-1.7949,1.4434,-7.8789,-0.88138,31,2019,7,13,11,41,48.903
646,24,-1.5254,0,-8.1289,-0.58758,30,2019,7,13,11,41,48.903
646,24,-1.5313,0,8.0781,-0.58758,31,2019,7,13,11,41,48.903
646,24,1.5254,2.1914,7.6816,-0.29379,24,2019,7,13,11,41,48.903
646,24,1.5313,2.5215,7.6191,-0.29379,25,2019,7,13,11,41,48.903
647,16,-1.6758,5.6875,-0.55859,-1.469,37,2019,7,13,11,41,49.012
647,16,-1.498,5.7852,-0.46875,-1.469,46,2019,7,13,11,41,49.012
647,16,-1.6758,5.707,-0.29492,-1.1752,34,2019,7,13,11,41,49.012
647,16,-1.498,5.8027,-0.12305,-1.1752,49,2019,7,13,11,41,49.012
647,16,-1.5078,5.8398,-0.091797,-1.1752,42,2019,7,13,11,41,49.012
647,16,-1.6641,5.6563,0.49609,-0.88138,36,2019,7,13,11,41,49.012
647,16,-1.4883,5.7441,0.50195,-0.88138,52,2019,7,13,11,41,49.012
647,16,-1.498,5.7676,0.63867,-0.88138,37,2019,7,13,11,41,49.012
647,16,1.7617,0,-7.8965,-0.88138,31,2019,7,13,11,41,49.012
647,16,1.7695,0,-8.0723,-0.88138,34,2019,7,13,11,41,49.012
647,16,-1.6758,5.6328,0.9707,-0.58758,41,2019,7,13,11,41,49.012
647,16,2.0137,2.6211,-7.3457,-0.58758,48,2019,7,13,11,41,49.012
647,16,1.7695,2.1719,-7.5938,-0.58758,52,2019,7,13,11,41,49.012
647,16,1.7793,1.8516,-7.7148,-0.58758,38,2019,7,13,11,41,49.012
647,16,-1.2578,2.0781,7.6797,-0.88138,20,2019,7,13,11,41,49.012
647,16,-1.2637,2.5605,-7.5723,-0.88138,21,2019,7,13,11,41,49.012
648,16,-1.6543,5.6426,-0.048828,-1.1752,33,2019,7,13,11,41,49.103
648,16,-1.6426,5.582,0.51172,-0.88138,42,2019,7,13,11,41,49.103
648,16,-1.6543,5.5996,0.68359,-0.88138,47,2019,7,13,11,41,49.103
648,16,-1.4883,5.7637,0.15234,-0.88138,40,2019,7,13,11,41,49.103
648,16,-1.4961,2.0234,-7.5723,-0.88138,46,2019,7,13,11,41,49.103
648,16,-1.5039,1.3809,-7.752,-0.88138,69,2019,7,13,11,41,49.103
