Frame #,# Obj,X,Y,Z,Doppler,Intensity,y,m,d,h,m,s
6608,6,0.099609,1.0547,0.14453,0.29379,46,2019,7,17,14,56,18.627
6608,6,0.10352,1.0938,0.13477,0.29379,52,2019,7,17,14,56,18.627
6608,6,0.14258,1.125,0.15625,0.29379,32,2019,7,17,14,56,18.627
6608,6,0.13281,1.0605,0.033203,-0.29379,41,2019,7,17,14,56,18.627
6608,6,0.13867,1.0977,0.023438,-0.29379,48,2019,7,17,14,56,18.627
6608,6,0.14258,1.1367,0.019531,-0.29379,30,2019,7,17,14,56,18.627
6609,4,0.066406,1.0586,0.13086,0.29379,35,2019,7,17,14,56,18.799
6609,4,0.068359,1.0977,0.11719,0.29379,37,2019,7,17,14,56,18.799
6609,4,0.099609,1.0645,-0.015625,-0.29379,31,2019,7,17,14,56,18.799
6609,4,0.10352,1.1016,-0.027344,-0.29379,34,2019,7,17,14,56,18.799
6610,4,0.066406,1.0566,0.14844,0.29379,33,2019,7,17,14,56,18.808
6610,4,0.10352,1.0918,0.14844,0.29379,38,2019,7,17,14,56,18.808
6610,4,0.13281,1.0586,0.058594,-0.29379,30,2019,7,17,14,56,18.808
6610,4,0.13867,1.0977,0.044922,-0.29379,36,2019,7,17,14,56,18.808
6611,4,0.066406,1.0566,0.14258,0.29379,24,2019,7,17,14,56,18.812
6611,4,0.068359,1.0977,0.12305,0.29379,26,2019,7,17,14,56,18.812
6611,4,0.066406,1.0664,0.0078125,-0.29379,21,2019,7,17,14,56,18.812
6611,4,0.10352,1.1016,0.015625,-0.29379,23,2019,7,17,14,56,18.812
6613,3,0.20703,1.0742,0.16992,0.29379,28,2019,7,17,14,56,18.821
6613,3,0.25,1.1035,0.18164,0.29379,20,2019,7,17,14,56,18.821
6613,3,0.27734,1.0723,0.027344,-0.29379,23,2019,7,17,14,56,18.821
6614,4,0.20703,1.0762,0.16016,0.29379,38,2019,7,17,14,56,18.828
6614,4,0.21484,1.1152,0.15039,0.29379,30,2019,7,17,14,56,18.828
6614,4,0.24219,1.0801,0.035156,-0.29379,34,2019,7,17,14,56,18.828
6614,4,0.25,1.1172,0.017578,-0.29379,27,2019,7,17,14,56,18.828
6617,4,-0.035156,1.1055,-0.027344,0.29379,29,2019,7,17,14,56,18.845
6617,4,0,1.0684,-0.03125,-0.29379,29,2019,7,17,14,56,18.845
6617,4,0,1.0938,-0.16602,-0.29379,32,2019,7,17,14,56,18.845
6617,4,0.3457,0.69922,0.78516,0.29379,16,2019,7,17,14,56,18.845
6618,5,0.033203,1.0547,0.16992,0.29379,25,2019,7,17,14,56,18.853
6618,5,0.035156,1.0918,0.17773,0.29379,32,2019,7,17,14,56,18.853
6618,5,0.11719,1.1523,0.49414,0.29379,19,2019,7,17,14,56,18.853
6618,5,0,1.0664,0.078125,-0.29379,31,2019,7,17,14,56,18.853
6618,5,0.035156,1.1055,0.027344,-0.29379,37,2019,7,17,14,56,18.853
6619,8,0.033203,1.0566,0.16016,0.29379,39,2019,7,17,14,56,18.857
6619,8,0.035156,1.0918,0.17773,0.29379,43,2019,7,17,14,56,18.857
6619,8,0.035156,1.125,0.2168,0.29379,23,2019,7,17,14,56,18.857
6619,8,0.064453,1.0293,0.0078125,-0.29379,21,2019,7,17,14,56,18.857
6619,8,0.066406,1.0664,0.011719,-0.29379,47,2019,7,17,14,56,18.857
6619,8,0.068359,1.1055,0.021484,-0.29379,50,2019,7,17,14,56,18.857
6619,8,0.072266,1.1406,0.083984,-0.29379,28,2019,7,17,14,56,18.857
