Frame #,# Obj,X,Y,Z,Doppler,Intensity,y,m,d,h,m,s
7760,4,1.7227,2.1816,0.83008,0,19,2019,7,13,17,1,52.711
7760,4,1.6992,2.2441,0.52148,-0.29379,39,2019,7,13,17,1,52.711
7760,4,1.8125,2.1953,0.55469,-0.29379,46,2019,7,13,17,1,52.711
7760,4,1.8379,2.2129,0.60938,-0.29379,33,2019,7,13,17,1,52.711
7761,1,1.7891,2.1602,0.57617,-0.29379,26,2019,7,13,17,1,52.715
7767,1,1.8789,2.0781,0.58984,-0.29379,25,2019,7,13,17,1,52.735
7768,4,1.7656,2.1094,0.64258,0.29379,29,2019,7,13,17,1,52.738
7768,4,1.6543,2.2266,0.27148,-0.29379,34,2019,7,13,17,1,52.738
7768,4,1.6777,2.2344,0.42188,-0.29379,55,2019,7,13,17,1,52.738
7768,4,1.7891,2.1816,0.48633,-0.29379,43,2019,7,13,17,1,52.738
7769,2,1.8281,2.1035,0.025391,-0.29379,22,2019,7,13,17,1,52.742
7769,2,1.7656,2.1992,0.17383,-0.29379,27,2019,7,13,17,1,52.742
7770,12,1.7422,2.1133,0.51953,0,25,2019,7,13,17,1,52.745
7770,12,1.7656,2.1172,0.61719,0,32,2019,7,13,17,1,52.745
7770,12,1.7891,2.123,0.69727,0,25,2019,7,13,17,1,52.745
7770,12,1.7422,2.1426,0.37305,0.29379,32,2019,7,13,17,1,52.745
7770,12,1.7656,2.1445,0.51367,0.29379,32,2019,7,13,17,1,52.745
7770,12,1.8535,2.123,0.19336,-0.58758,34,2019,7,13,17,1,52.745
7770,12,1.7793,2.0371,-0.17383,-0.29379,40,2019,7,13,17,1,52.745
7770,12,1.8047,2.0742,-0.041016,-0.29379,47,2019,7,13,17,1,52.745
7770,12,1.8281,2.0918,0.21289,-0.29379,75,2019,7,13,17,1,52.745
7770,12,1.7656,2.1777,0.34961,-0.29379,86,2019,7,13,17,1,52.745
7770,12,1.8789,2.1074,0.47461,-0.29379,60,2019,7,13,17,1,52.745
7770,12,1.8125,2.1914,0.57031,-0.29379,33,2019,7,13,17,1,52.745
7771,5,1.7539,2.0156,0.072266,-0.29379,21,2019,7,13,17,1,52.749
7771,5,1.7793,2.002,0.41797,-0.29379,27,2019,7,13,17,1,52.749
7771,5,1.8047,1.877,0.88281,-0.29379,34,2019,7,13,17,1,52.749
7771,5,1.7422,1.4238,1.6465,-0.29379,27,2019,7,13,17,1,52.749
7771,5,1.7656,1.9902,0.95117,-0.29379,27,2019,7,13,17,1,52.749
7772,8,1.7422,2.1641,0.23047,0,23,2019,7,13,17,1,52.752
7772,8,1.7656,2.1348,0.55078,0,29,2019,7,13,17,1,52.752
7772,8,1.7891,2.1074,0.74414,0,23,2019,7,13,17,1,52.752
7772,8,1.7656,2.1934,0.23633,-0.58758,25,2019,7,13,17,1,52.752
7772,8,1.7188,2.1016,-0.43359,-0.29379,40,2019,7,13,17,1,52.752
7772,8,1.7422,2.1758,-0.050781,-0.29379,58,2019,7,13,17,1,52.752
7772,8,1.7656,2.1816,0.32227,-0.29379,64,2019,7,13,17,1,52.752
7772,8,1.7891,2.1699,0.53906,-0.29379,49,2019,7,13,17,1,52.752
7773,2,1.7656,2.1074,0.65039,-0.29379,40,2019,7,13,17,1,52.756
7773,2,1.7891,2.1797,0.49805,-0.29379,41,2019,7,13,17,1,52.756
7774,4,1.7188,2.0098,0.75195,0,20,2019,7,13,17,1,52.76
7774,4,1.7422,2.0781,0.64258,0,25,2019,7,13,17,1,52.76
7774,4,1.7188,2.0801,0.5293,-0.29379,44,2019,7,13,17,1,52.76
7774,4,1.8281,2.0469,0.47852,-0.29379,55,2019,7,13,17,1,52.76
7775,3,1.7285,1.9883,-0.011719,-0.29379,28,2019,7,13,17,1,52.763
7775,3,1.6094,2.0918,-0.61328,-0.29379,27,2019,7,13,17,1,52.763
7775,3,1.7188,2.1172,-0.35352,-0.29379,49,2019,7,13,17,1,52.763
7776,1,1.6934,2.0742,0.42188,-0.29379,34,2019,7,13,17,1,52.766
7777,3,1.6934,2.1133,-0.089844,-0.29379,32,2019,7,13,17,1,52.77
7777,3,1.8047,2.0742,-0.0078125,-0.29379,39,2019,7,13,17,1,52.77
7777,3,1.7422,2.1758,-0.044922,-0.29379,28,2019,7,13,17,1,52.77
7778,1,1.6465,2.0566,-0.03125,-0.29379,27,2019,7,13,17,1,52.772
7779,3,1.7188,2.0781,0.53711,0,20,2019,7,13,17,1,52.776
7779,3,1.7422,2.1074,0.54102,0,18,2019,7,13,17,1,52.776
7779,3,1.7188,2.0059,0.75977,0.29379,28,2019,7,13,17,1,52.776
7780,11,1.6934,2.0488,0.52734,0,33,2019,7,13,17,1,52.78
7780,11,1.7188,2.082,0.51953,0,46,2019,7,13,17,1,52.78
7780,11,1.7422,2.1094,0.5293,0,34,2019,7,13,17,1,52.78
7780,11,1.6699,1.9473,0.74805,0.29379,19,2019,7,13,17,1,52.78
7780,11,1.6934,1.9844,0.73438,0.29379,68,2019,7,13,17,1,52.78
7780,11,1.7188,2.0195,0.72461,0.29379,98,2019,7,13,17,1,52.78
7780,11,1.7422,2.0508,0.72656,0.29379,71,2019,7,13,17,1,52.78
7780,11,1.6777,2.1445,0.75195,0.29379,28,2019,7,13,17,1,52.78
