Frame #,# Obj,X,Y,Z,Doppler,Intensity,y,m,d,h,m,s
6749,1,1.7891,2.2324,0.10547,0.29379,40,2019,7,13,18,32,8.64
6750,12,1.8105,1.9121,0.015625,0,25,2019,7,13,18,32,8.644
6750,12,1.8379,1.9395,-0.087891,0,22,2019,7,13,18,32,8.644
6750,12,1.9414,2.0508,-0.046875,0,24,2019,7,13,18,32,8.644
6750,12,1.9688,2.0801,-0.0039063,0,30,2019,7,13,18,32,8.644
6750,12,1.8125,2.2617,-0.11328,0,28,2019,7,13,18,32,8.644
6750,12,1.7852,1.8828,0.10742,0.29379,34,2019,7,13,18,32,8.644
6750,12,1.8105,1.9004,0.21289,0.29379,54,2019,7,13,18,32,8.644
6750,12,1.8379,1.9238,0.25,0.29379,48,2019,7,13,18,32,8.644
6750,12,1.9414,2.0508,0.037109,0.29379,38,2019,7,13,18,32,8.644
6750,12,2.0586,1.9844,0.15039,0.29379,43,2019,7,13,18,32,8.644
6750,12,1.8125,2.2422,-0.31836,0.29379,37,2019,7,13,18,32,8.644
6750,12,1.8379,2.2871,-0.19141,0.29379,29,2019,7,13,18,32,8.644
6751,10,1.8379,1.9336,0.16602,0,25,2019,7,13,18,32,8.647
6751,10,1.8633,1.9668,0.091797,0,28,2019,7,13,18,32,8.647
6751,10,1.9766,1.9082,0.10742,0,25,2019,7,13,18,32,8.647
6751,10,1.7539,1.9844,0.36133,0.29379,55,2019,7,13,18,32,8.647
6751,10,1.8633,1.9414,0.32031,0.29379,62,2019,7,13,18,32,8.647
6751,10,1.8906,1.9707,0.3125,0.29379,50,2019,7,13,18,32,8.647
6751,10,1.7461,2.3652,0.035156,0.29379,41,2019,7,13,18,32,8.647
6751,10,1.9043,2.1426,0.45313,-0.58758,28,2019,7,13,18,32,8.647
6751,10,1.9941,1.9805,0.7168,-0.29379,50,2019,7,13,18,32,8.647
6751,10,2.0215,2.0352,0.64258,-0.29379,44,2019,7,13,18,32,8.647
6752,6,1.9473,1.8789,-0.1543,0,28,2019,7,13,18,32,8.651
6752,6,1.8906,1.9961,-0.037109,0,33,2019,7,13,18,32,8.651
6752,6,1.7539,2.002,-0.24414,0.29379,34,2019,7,13,18,32,8.651
6752,6,1.8633,1.9688,-0.0078125,0.29379,52,2019,7,13,18,32,8.651
6752,6,1.8906,1.9883,0.16992,0.29379,62,2019,7,13,18,32,8.651
6752,6,1.916,2.0098,0.24023,0.29379,41,2019,7,13,18,32,8.651
6753,11,1.7539,2.0156,0.054688,0,30,2019,7,13,18,32,8.655
6753,11,1.7793,2.043,-0.085938,0,40,2019,7,13,18,32,8.655
6753,11,1.8906,1.9961,-0.03125,0,41,2019,7,13,18,32,8.655
6753,11,1.8281,2.0918,0.2207,0,39,2019,7,13,18,32,8.655
6753,11,1.7539,2.0039,0.22266,0.29379,55,2019,7,13,18,32,8.655
6753,11,1.8633,1.9629,0.1543,0.29379,76,2019,7,13,18,32,8.655
6753,11,1.8047,2.0742,0.0078125,0.29379,72,2019,7,13,18,32,8.655
6753,11,1.8281,2.1016,-0.080078,0.29379,50,2019,7,13,18,32,8.655
6753,11,1.7793,2.0215,0.3125,0.58758,35,2019,7,13,18,32,8.655
6753,11,1.8047,2.0684,0.16016,0.58758,35,2019,7,13,18,32,8.655
6753,11,1.8281,1.9941,0.66602,-0.29379,39,2019,7,13,18,32,8.655
6754,6,1.7793,2.0332,0.22656,0,23,2019,7,13,18,32,8.658
6754,6,1.8906,1.9785,0.26953,0,33,2019,7,13,18,32,8.658
6754,6,1.916,1.9961,0.33594,0,32,2019,7,13,18,32,8.658
6754,6,1.7793,2.0195,0.32422,0.29379,49,2019,7,13,18,32,8.658
6754,6,1.8906,1.9473,0.43945,0.29379,68,2019,7,13,18,32,8.658
6754,6,1.916,1.9688,0.4707,0.29379,60,2019,7,13,18,32,8.658
6755,12,1.8633,1.9648,-0.13281,0,27,2019,7,13,18,32,8.662
6755,12,1.8906,1.9961,-0.058594,0,36,2019,7,13,18,32,8.662
6755,12,1.916,2.0176,0.16602,0,29,2019,7,13,18,32,8.662
6755,12,1.8535,2.0859,0.43555,0,28,2019,7,13,18,32,8.662
6755,12,1.8789,2.1016,0.5,0,30,2019,7,13,18,32,8.662
6755,12,1.7793,2.0449,-0.011719,0.29379,59,2019,7,13,18,32,8.662
6755,12,1.8047,2.0723,0.083984,0.29379,83,2019,7,13,18,32,8.662
6755,12,1.916,2.002,0.29102,0.29379,63,2019,7,13,18,32,8.662
