Frame #,# Obj,X,Y,Z,Doppler,Intensity,y,m,d,h,m,s
446,1,1.5645,2.0996,0.28906,0.29379,32,2019,7,14,16,22,11.447
447,6,1.6465,1.8848,0.82227,0.29379,28,2019,7,14,16,22,11.555
447,6,1.6699,1.9961,0.60742,0.29379,47,2019,7,14,16,22,11.555
447,6,1.6934,2.0488,0.52539,0.29379,43,2019,7,14,16,22,11.555
447,6,1.7188,2.0762,0.53906,0.29379,28,2019,7,14,16,22,11.555
447,6,1.8535,2.0469,0.59375,0.29379,31,2019,7,14,16,22,11.555
447,6,1.7891,2.1387,0.64648,0.29379,35,2019,7,14,16,22,11.555
448,9,1.7539,1.9336,0.57031,0,21,2019,7,14,16,22,11.643
448,9,1.6934,2.1016,0.23828,0,18,2019,7,14,16,22,11.643
448,9,1.6465,1.9043,0.77539,0.29379,59,2019,7,14,16,22,11.643
448,9,1.6699,1.9766,0.66797,0.29379,72,2019,7,14,16,22,11.643
448,9,1.6934,2.0586,0.49023,0.29379,57,2019,7,14,16,22,11.643
448,9,1.6328,2.2031,0.20117,0.29379,41,2019,7,14,16,22,11.643
448,9,1.6465,2.0332,0.30469,-0.29379,28,2019,7,14,16,22,11.643
448,9,1.7539,1.9844,0.35547,-0.29379,38,2019,7,14,16,22,11.643
448,9,1.7793,2.0313,0.23438,-0.29379,29,2019,7,14,16,22,11.643
449,1,1.7891,2.1191,0.71094,0.29379,33,2019,7,14,16,22,11.757
473,4,1.6699,2.002,0.58789,0.29379,38,2019,7,14,16,22,14.143
473,4,1.6934,2.0078,0.66602,0.29379,45,2019,7,14,16,22,14.143
473,4,1.7188,2.0801,0.52539,0.29379,49,2019,7,14,16,22,14.143
473,4,1.7422,2.1289,0.44727,0.29379,41,2019,7,14,16,22,14.143
474,9,1.6465,2.0508,0.16016,0,21,2019,7,14,16,22,14.241
474,9,1.6699,2.0625,0.31641,0,38,2019,7,14,16,22,14.241
474,9,1.6934,2.0059,0.67578,0,25,2019,7,14,16,22,14.241
474,9,1.6543,2.2344,-0.19531,0,28,2019,7,14,16,22,14.241
474,9,1.6465,2.0293,0.33789,0.29379,42,2019,7,14,16,22,14.241
474,9,1.6699,2.0313,0.4707,0.29379,75,2019,7,14,16,22,14.241
474,9,1.6934,1.9863,0.72852,0.29379,48,2019,7,14,16,22,14.241
474,9,1.7422,2.1738,0.09375,0.29379,58,2019,7,14,16,22,14.241
474,9,1.6699,1.9805,0.65234,0.58758,34,2019,7,14,16,22,14.241
475,21,1.5645,2.0273,0.61523,0,34,2019,7,14,16,22,14.365
475,21,1.6699,2.0469,0.40625,0,93,2019,7,14,16,22,14.365
475,21,1.6094,2.1641,0.27148,0,129,2019,7,14,16,22,14.365
475,21,1.7188,2.1406,0.15039,0,110,2019,7,14,16,22,14.365
475,21,1.6543,2.2422,-0.056641,0,71,2019,7,14,16,22,14.365
475,21,1.7656,2.2012,-0.13281,0,47,2019,7,14,16,22,14.365
