Frame #,# Obj,X,Y,Z,Doppler,Intensity,y,m,d,h,m,s
30,7,0.31641,0.14063,-0.40625,-0.88138,30,2019,7,13,9,13,20.244
30,7,0.33984,0.17188,-0.42773,-0.88138,39,2019,7,13,9,13,20.244
30,7,0.36328,0.17578,-0.45898,-0.88138,29,2019,7,13,9,13,20.244
30,7,0.31641,0.23828,-0.35938,-0.58758,37,2019,7,13,9,13,20.244
30,7,0.33984,0.24609,-0.38867,-0.58758,49,2019,7,13,9,13,20.244
30,7,0.36328,0.26172,-0.41602,-0.58758,40,2019,7,13,9,13,20.244
30,7,0.36523,0.28516,-0.45508,-0.58758,22,2019,7,13,9,13,20.244
31,19,0.22852,0.34766,-0.19141,0,19,2019,7,13,9,13,20.583
31,19,0.24805,0.38477,-0.19141,0,19,2019,7,13,9,13,20.583
31,19,1.6016,2.541,0.27344,0.29379,44,2019,7,13,9,13,20.583
31,19,1.623,2.5859,0.060547,0.29379,46,2019,7,13,9,13,20.583
31,19,0.24414,0.25977,-0.28711,-0.88138,17,2019,7,13,9,13,20.583
31,19,0.2793,0.26563,-0.3125,-0.88138,22,2019,7,13,9,13,20.583
31,19,0.24414,0.29688,-0.25,-0.58758,51,2019,7,13,9,13,20.583
31,19,0.2793,0.30859,-0.26953,-0.58758,58,2019,7,13,9,13,20.583
31,19,0.2832,0.33398,-0.30469,-0.58758,28,2019,7,13,9,13,20.583
31,19,0.25781,0.31641,-0.20898,-0.29379,49,2019,7,13,9,13,20.583
31,19,0.26367,0.34766,-0.23633,-0.29379,52,2019,7,13,9,13,20.583
31,19,0.2832,0.37109,-0.25781,-0.29379,24,2019,7,13,9,13,20.583
31,19,1.6016,2.5313,-0.3457,-0.29379,50,2019,7,13,9,13,20.583
31,19,1.623,2.5508,-0.43359,-0.29379,63,2019,7,13,9,13,20.583
31,19,1.5469,2.6191,-0.55859,-0.29379,46,2019,7,13,9,13,20.583
31,19,0.0625,0.40625,0.2793,0,11,2019,7,13,9,13,20.583
31,19,0.083984,0.4668,0.24805,-0.58758,16,2019,7,13,9,13,20.583
31,19,0.078125,0.40234,0.2793,-0.29379,27,2019,7,13,9,13,20.583
31,19,0.083984,0.43945,0.29102,-0.29379,16,2019,7,13,9,13,20.583
32,13,1.6035,2.7246,0.53516,0.29379,30,2019,7,13,9,13,20.6
32,13,1.7246,2.7031,0.50195,0.29379,42,2019,7,13,9,13,20.6
32,13,1.7441,2.7344,0.50781,0.29379,27,2019,7,13,9,13,20.6
32,13,0.27148,0,-0.42578,-0.88138,22,2019,7,13,9,13,20.6
32,13,0.29492,0,-0.49609,-0.88138,22,2019,7,13,9,13,20.6
32,13,0.28711,0.095703,-0.34375,-0.58758,39,2019,7,13,9,13,20.6
32,13,0.29492,0,-0.42969,-0.58758,34,2019,7,13,9,13,20.6
32,13,0.085938,0.32422,0.3125,-0.29379,30,2019,7,13,9,13,20.6
32,13,0.099609,0.41797,0.1582,-0.88138,14,2019,7,13,9,13,20.6
32,13,0.10938,0.44141,0.19922,-0.88138,12,2019,7,13,9,13,20.6
32,13,0.099609,0.38281,0.23047,-0.58758,32,2019,7,13,9,13,20.6
32,13,0.10938,0.4043,0.26758,-0.58758,23,2019,7,13,9,13,20.6
32,13,0.28711,0.27344,-0.23047,-0.29379,27,2019,7,13,9,13,20.6
33,25,0.18164,0.2832,-0.064453,0,25,2019,7,13,9,13,20.606
33,25,0.20313,0.32227,-0.023438,0,87,2019,7,13,9,13,20.606
33,25,0.23633,0.34766,-0.0058594,0,155,2019,7,13,9,13,20.606
33,25,0.25781,0.37891,-0.0058594,0,146,2019,7,13,9,13,20.606
33,25,0.2793,0.41016,-0.0097656,0,70,2019,7,13,9,13,20.606
33,25,0.23633,0.34766,0.011719,0.29379,31,2019,7,13,9,13,20.606
33,25,0.25781,0.37891,0.015625,0.29379,29,2019,7,13,9,13,20.606
33,25,1.7246,2.666,0.67383,0.29379,32,2019,7,13,9,13,20.606
33,25,0.25,0.31445,-0.12305,-1.1752,52,2019,7,13,9,13,20.606
33,25,0.25781,0.3418,-0.16211,-1.1752,38,2019,7,13,9,13,20.606
33,25,0.13086,0.35742,-0.027344,-0.88138,52,2019,7,13,9,13,20.606
33,25,0.22266,0.33008,-0.13477,-0.88138,41,2019,7,13,9,13,20.606
33,25,0.25781,0.3457,-0.1543,-0.88138,44,2019,7,13,9,13,20.606
33,25,0.2793,0.37891,-0.15625,-0.88138,20,2019,7,13,9,13,20.606
33,25,0.20313,0.31055,-0.089844,-0.58758,215,2019,7,13,9,13,20.606
33,25,0.22266,0.34766,-0.080078,-0.58758,340,2019,7,13,9,13,20.606
33,25,0.25781,0.37109,-0.076172,-0.58758,285,2019,7,13,9,13,20.606
33,25,0.29492,0.39063,-0.080078,-0.58758,121,2019,7,13,9,13,20.606
33,25,0.17188,0.2832,-0.091797,-0.29379,71,2019,7,13,9,13,20.606
33,25,0.20313,0.31836,-0.056641,-0.29379,231,2019,7,13,9,13,20.606
